agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
o3,numeric,abstract_triplets_symb,0.0609169825911521,huber,0.0905545055866241,0.1135930120944976,0.8919093516728329,0.0553584288805723,-338.021322664857,-326.1111894914876,0.1420769021538676,0.1106771493228999,0.8357060792670199,0.0890865575908969,0.0768384817242622,-0.0102770267020572,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,123,0,2025-08-19T17:43:40.381182+00:00,0.5548651814460754,0.4751622378826141,0.5122425556182861,0.894764244556427,0.1165496855974197,-1.5360891819000244,0.0526354014873504,2.999591112136841,0.3287312686443329,2.998038530349731,,,,,,
o3,numeric,abstract_xyz,0.0586134493350982,huber,0.0922051444649696,0.1154579222202301,0.8855228733948576,0.0719414491206407,-335.4158641281402,-323.5057309547708,0.1418814973959201,0.1082724197886206,0.8295668208159597,0.0916921066200641,0.0770239774205468,-0.0138882714509963,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,123,0,2025-08-19T17:43:42.015475+00:00,0.5548651814460754,0.4709058105945587,0.5122425556182861,0.6701415181159973,0.1165496855974197,-1.3381510972976685,0.0526354014873504,2.994885206222534,0.3287312686443329,2.977447032928467,,,,,,
o3,numeric,abstract_abc,0.0247280448675155,huber,0.0577491223812103,0.0733492672443389,0.955866781691056,0.0095264509320259,-412.00364365962656,-404.857563755605,0.0830990108370604,0.0529508135874162,0.9447450188648004,0.0640441796147673,0.0274752166799523,-0.0175037020648067,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,125,2,2025-08-19T17:43:43.690717+00:00,0.4714978635311126,0.4726450741291046,0.4714978635311126,0.4726450741291046,,,,,,,0.4463468194007873,0.055932555347681,0.4896134436130523,0.9255796670913696,0.4896134436130523,0.9255796670913696
o3,numeric,abstract_quintuplets,0.0238485988229513,huber,0.0647521317005157,0.081690028309822,0.9432261096135984,0.0078929172828793,-394.7717422295883,-387.6256623255667,0.0811743297319876,0.0667696838758208,0.944645051382248,0.0461636342000973,0.0379958654804663,-0.0044436579129912,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,125,2,2025-08-19T17:43:46.302221+00:00,0.4714978635311126,0.4681072831153869,0.4714978635311126,0.4681072831153869,,,,,,,0.4463468194007873,0.0845281705260276,0.4896134436130523,0.9214851260185242,0.4896134436130523,0.9214851260185242
o3,numeric,abstract_triplets,0.0222154334187507,huber,0.073279395699501,0.0889361053705215,0.9281434194569462,0.0079094152897596,-381.17392447352273,-374.0278445695011,0.0860542121131589,0.0708947012234817,0.9339221301225904,0.0487777486242426,0.0297486138479275,-0.007301087393002,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-19T17:43:48.920139+00:00,0.4714978635311126,0.4622119963169098,0.4714978635311126,0.4622119963169098,,,,,,,0.4463468194007873,0.0727577954530716,0.4896134436130523,0.8836938738822937,0.4896134436130523,0.8836938738822937
o3,numeric,abstract_triplets_symb,0.025463992729783,huber,0.0710680857300758,0.084029346704483,0.9408510720204962,0.0189995730295777,-390.2542622602562,-383.10818235623464,0.0925208985407022,0.0794353003258055,0.9303286510576098,0.0474357431577498,0.0460377429967576,0.0006989827074787,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,125,2,2025-08-19T17:43:51.657592+00:00,0.4714978635311126,0.4491540789604187,0.4714978635311126,0.4491540789604187,,,,,,,0.4463468194007873,0.0485743917524814,0.4896134436130523,0.9113044142723083,0.4896134436130523,0.9113044142723083
o3,numeric,abstract_xyz,0.0240742228925228,huber,0.0712247416377067,0.0861225128173828,0.9363051007279471,0.0066668573766946,-386.3175081479392,-379.17142824391755,0.0941925579147365,0.0732861301980235,0.924883421089111,0.0591724689963106,0.0356410467218269,-0.0093806617232886,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,125,2,2025-08-19T17:43:54.330646+00:00,0.4714978635311126,0.4529163539409637,0.4714978635311126,0.4529163539409637,,,,,,,0.4463468194007873,0.0644999742507934,0.4896134436130523,0.9084181189537048,0.4896134436130523,0.9084181189537048
o3,numeric,abstract_abc,0.0250545181334018,huber,0.0555400773882865,0.0725696757435798,0.9567999298031132,0.0155285755172371,-411.7132939285797,-402.18518738988416,0.1198963149337846,0.0826357471163977,0.8849752238727766,0.0868703610745117,0.0556336246261542,-0.0499262067912654,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,125,2,2025-08-19T17:43:57.000708+00:00,0.4714978635311126,0.4731124937534332,0.4714978635311126,0.4731124937534332,,,,,,,0.4463468194007873,0.0566736087203025,0.4896134436130523,0.9405550360679626,0.4622513353824615,0.8986046314239502
o3,numeric,abstract_quintuplets,0.0241193827241659,huber,0.057651974260807,0.0782495811581611,0.9479075685082456,0.0261419560760259,-399.6562921826539,-390.1281856439584,0.1150824511008716,0.0895683921602639,0.8887404662015272,0.0722597652723124,0.0542243883149189,-0.0387012293799356,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,125,2,2025-08-19T17:43:59.616670+00:00,0.4714978635311126,0.4674232602119446,0.4714978635311126,0.4674232602119446,,,,,,,0.4463468194007873,0.0931194722652435,0.4896134436130523,0.953189253807068,0.4622513353824615,0.8580927848815918
o3,numeric,abstract_triplets,0.0224738307297229,huber,0.0696154087781906,0.088077425956726,0.9295242864733,0.0088347263634204,-380.7262472002381,-371.19814066154254,0.115904698871818,0.098844128630378,0.8801290754604914,0.0605288150872631,0.0485441039909015,-0.0277085361697457,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-19T17:44:02.285466+00:00,0.4714978635311126,0.4635032415390014,0.4714978635311126,0.4635032415390014,,,,,,,0.4463468194007873,0.0785631239414215,0.4896134436130523,0.9030662775039672,0.4622513353824615,0.8530958890914917
o3,numeric,abstract_triplets_symb,0.0257320515811443,huber,0.0659994855523109,0.0817948207259178,0.9439550447720833,0.01765963062644,-392.5666083310887,-383.0385017923931,0.1174891336142527,0.0996672248704866,0.8876508119926769,0.0622104557453453,0.0565616863288662,-0.0302792885222218,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,125,2,2025-08-19T17:44:04.910323+00:00,0.4714978635311126,0.4497105777263641,0.4714978635311126,0.4497105777263641,,,,,,,0.4463468194007873,0.0550992004573345,0.4896134436130523,0.9426537752151488,0.4622513353824615,0.8642670512199402
o3,numeric,abstract_xyz,0.0243599563837051,huber,0.0676936134696006,0.0849049389362335,0.9380933675508472,0.0169763060286641,-386.5956812194516,-377.0675746807561,0.1227131123143873,0.096161967028271,0.8725075224803345,0.0762324342464357,0.0493510355732658,-0.0411502533609216,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,125,2,2025-08-19T17:44:07.513583+00:00,0.4714978635311126,0.4533488750457763,0.4714978635311126,0.4533488750457763,,,,,,,0.4463468194007873,0.0695287436246872,0.4896134436130523,0.9312061667442322,0.4622513353824615,0.8712646961212158
o3,numeric,abstract_abc,0.0250687561929225,huber,0.0556097626686096,0.0708061605691909,0.9588740309607532,0.0230275189504027,-413.64948177693094,-401.7393486035615,0.1211120150936618,0.0826968753202395,0.8826307885625472,0.0884835974196128,0.0570479755374518,-0.0502378067509694,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,125,2,2025-08-19T17:44:10.153162+00:00,0.4714978635311126,0.4790097177028656,0.5075838565826416,0.6561756730079651,,,,,,,0.4463468194007873,0.0557221621274948,0.4896134436130523,0.9455486536026,0.4622513353824615,0.8855816721916199
o3,numeric,abstract_quintuplets,0.024144273251295,huber,0.0578318834304809,0.0782428979873657,0.9479164617151185,0.025706348568201,-397.66995092858326,-385.7598177552139,0.1159169550485694,0.090586608485742,0.887121050714307,0.0723243170087555,0.0541728164120153,-0.039137749753215,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,125,2,2025-08-19T17:44:12.827726+00:00,0.4714978635311126,0.4678423106670379,0.5075838565826416,0.4763535559177398,,,,,,,0.4463468194007873,0.0923305004835128,0.4896134436130523,0.9530177712440492,0.4622513353824615,0.8581245541572571
o3,numeric,abstract_triplets,0.022498719394207,huber,0.0696284398436546,0.0880778729915618,0.929523562230514,0.0088554073125123,-378.72542508546593,-366.81529191209654,0.1146360687974537,0.0940010669421065,0.8827387990224701,0.0656142338451051,0.0562858443233099,-0.0365864431180737,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-19T17:44:15.493773+00:00,0.4714978635311126,0.4635990560054779,0.5075838565826416,0.4645998775959015,,,,,,,0.4463468194007873,0.0788345411419868,0.4896134436130523,0.9028391242027284,0.4622513353824615,0.852962076663971
o3,numeric,abstract_triplets_symb,0.0257409624755382,huber,0.0629883632063865,0.0786393582820892,0.9481958170864,0.0082149716094136,-396.8612678015014,-384.951134628132,0.117652776045019,0.0984661790864034,0.8873376273208226,0.0643940003977368,0.0586782343956557,-0.031336774487387,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,125,2,2025-08-19T17:44:18.175656+00:00,0.4714978635311126,0.4582773745059967,0.5075838565826416,0.6625536680221558,,,,,,,0.4463468194007873,0.0465922132134437,0.4896134436130523,0.9492802023887634,0.4622513353824615,0.8540791273117065
o3,numeric,abstract_xyz,0.0243741925805807,huber,0.0669710859656333,0.0838668271899223,0.9395979486485456,0.0136832267045974,-386.564021589015,-374.6538884156456,0.1229324253788813,0.0940607322752475,0.8720514057511755,0.0791514993754283,0.0510635308650406,-0.0427263088795271,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,125,2,2025-08-19T17:44:20.859044+00:00,0.4714978635311126,0.4586018919944763,0.5075838565826416,0.5812930464744568,,,,,,,0.4463468194007873,0.0653984919190406,0.4896134436130523,0.9358933568000792,0.4622513353824615,0.8646447658538818
o3,numeric,abstract_abc,0.0634167194366455,huber,0.0839714035391807,0.1101845577359199,0.9004100433033188,0.0730826776474714,-346.8957576925121,-339.7496777884905,0.1270945215393436,0.0939065762541511,0.8707491560376556,0.08564211780157,0.0718500378456982,-0.005731170556762,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,123,0,2025-08-19T17:53:45.689918+00:00,0.5548651814460754,0.4783212542533874,0.5548651814460754,0.4783212542533874,0.1165496855974197,-1.2968430519104004,0.0526354014873504,2.991894006729126,0.0526354014873504,2.991894006729126,,,,,,
o3,numeric,abstract_quintuplets,0.0621867403388023,huber,0.0862206444144249,0.1106131970882415,0.8959062876329075,0.0740476381033659,-346.2745398202216,-339.1284599162,0.1233693902282113,0.0974569588628682,0.8721402456354257,0.0756448783096509,0.0658760976520451,0.0055879026922312,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,123,0,2025-08-19T17:53:47.651066+00:00,0.5548651814460754,0.4699912071228027,0.5548651814460754,0.4699912071228027,0.1165496855974197,-1.2784912586212158,0.0526354014873504,2.9942901134490967,0.0526354014873504,2.9942901134490967,,,,,,
o3,numeric,abstract_triplets,0.05786769464612,huber,0.0932608321309089,0.1175142601132392,0.874544011327103,0.0811880812048912,-336.5912993829724,-329.4452194789508,0.1238231395825217,0.1060111021995544,0.8631907720563123,0.0639829360572668,0.0647580591115084,-7.527286356144958e-05,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,123,0,2025-08-19T17:53:49.147861+00:00,0.5548651814460754,0.469110369682312,0.5548651814460754,0.469110369682312,0.1165496855974197,-1.3541160821914673,0.0526354014873504,2.992919445037842,0.0526354014873504,2.992919445037842,,,,,,
o3,numeric,abstract_triplets_symb,0.0640385821461677,huber,0.0982872620224952,0.1178203299641609,0.8837145635269871,0.0643496941775083,-336.17511334881146,-329.02903344478983,0.1325781200679537,0.1093338509581305,0.8569399908537365,0.0749871119287711,0.0707553773034702,0.0087908452749252,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,123,0,2025-08-19T17:53:50.657077+00:00,0.5548651814460754,0.4527511298656463,0.5548651814460754,0.4527511298656463,0.1165496855974197,-1.4295308589935305,0.0526354014873504,2.9938011169433594,0.0526354014873504,2.9938011169433594,,,,,,
o3,numeric,abstract_xyz,0.0618096217513084,huber,0.0932361334562301,0.1162747517228126,0.8838973589241599,0.0778136476874351,-338.28789602155723,-331.1418161175356,0.1300867886629768,0.1020276992022991,0.8567254661420834,0.0807026714559758,0.0671696292134848,0.0009975344349037,11,80,logistic,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,123,0,2025-08-19T17:53:52.163855+00:00,0.5548651814460754,0.4627487361431122,0.5548651814460754,0.4627487361431122,0.1165496855974197,-1.338917851448059,0.0526354014873504,2.993037462234497,0.0526354014873504,2.993037462234497,,,,,,
o3,numeric,abstract_abc,0.059919286519289,huber,0.0837046951055526,0.1101107001304626,0.900543517375942,0.072985802590847,-345.00304850813063,-335.4749419694351,0.1497557808798382,0.1127180717208168,0.8205485720032373,0.098597313424205,0.0988246711817654,-0.0024130788716402,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,123,0,2025-08-19T17:53:53.696937+00:00,0.5548651814460754,0.480291485786438,0.5548651814460754,0.480291485786438,0.1165496855974197,-1.289046049118042,0.0526354014873504,2.996382474899292,0.3287312686443329,2.9832100868225098,,,,,,
o3,numeric,abstract_quintuplets,0.0589828118681907,huber,0.0863206163048744,0.1105891242623329,0.8959515903766856,0.0745444893836975,-344.3093642903944,-334.7812577516989,0.1411936314177086,0.1123994436860084,0.8325252856350209,0.0854517794548222,0.097497729090127,0.0038533628257838,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,123,0,2025-08-19T17:53:55.283122+00:00,0.5548651814460754,0.4691212773323059,0.5548651814460754,0.4691212773323059,0.1165496855974197,-1.2950246334075928,0.0526354014873504,2.9962875843048096,0.3287312686443329,2.968873977661133,,,,,,
o3,numeric,abstract_triplets,0.0547548830509185,huber,0.0931249558925628,0.1174941882491111,0.8745868567180815,0.0813170790672302,-334.6186254336898,-325.09051889499426,0.1491605475432055,0.124798604087396,0.8014729419646593,0.0816956385691808,0.0726983105594461,0.0013757493821057,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,123,0,2025-08-19T17:53:56.849682+00:00,0.5548651814460754,0.4694260656833648,0.5548651814460754,0.4694260656833648,0.1165496855974197,-1.353055477142334,0.0526354014873504,2.9950814247131348,0.3287312686443329,2.9743921756744385,,,,,,
o3,numeric,abstract_triplets_symb,0.0609146431088447,huber,0.0982444882392883,0.1177793070673942,0.8837955131750826,0.06460802257061,-334.23082305026844,-324.70271651157293,0.1489368404279485,0.1221144604141061,0.8194577675738788,0.0852657081975626,0.091012882807038,0.006902434663339,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,123,0,2025-08-19T17:53:58.437036+00:00,0.5548651814460754,0.4522830545902252,0.5548651814460754,0.4522830545902252,0.1165496855974197,-1.4401428699493408,0.0526354014873504,2.996306896209717,0.3287312686443329,2.9861719608306885,,,,,,
o3,numeric,abstract_xyz,0.0586111918091774,huber,0.0932753458619117,0.116267941892147,0.8839109488127505,0.077911563962698,-336.2972606209354,-326.7691540822399,0.1446689739767072,0.1133744026314128,0.8228042009942331,0.0898629893751786,0.0917719316482544,0.0025256759470159,11,80,logistic,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,123,0,2025-08-19T17:54:00.022779+00:00,0.5548651814460754,0.4622661173343658,0.5548651814460754,0.4622661173343658,0.1165496855974197,-1.3309065103530884,0.0526354014873504,2.99532413482666,0.3287312686443329,2.9790148735046387,,,,,,
o3,numeric,abstract_abc,0.0599215328693389,huber,0.0793706625699997,0.1061365157365799,0.9075932513103304,0.0610372867435216,-348.8846624429141,-336.9745292695447,0.1489805676017035,0.1096098656004125,0.822401629938482,0.1009003810001987,0.0996978087858719,-0.0040446259758689,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,123,0,2025-08-19T17:54:01.578596+00:00,0.5548651814460754,0.5028008818626404,0.5122425556182861,0.8952920436859131,0.1165496855974197,-1.313530206680298,0.0526354014873504,2.9997105598449707,0.3287312686443329,2.9977564811706543,,,,,,
o3,numeric,abstract_quintuplets,0.0589848756790161,huber,0.0856425166130065,0.1105185896158218,0.8960842722058114,0.0734571669250726,-342.41144485007254,-330.50131167670315,0.1409780614462211,0.1124427484924143,0.8330362854435228,0.0850378863836947,0.0890517935427752,0.0030814481323415,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,123,0,2025-08-19T17:54:03.134328+00:00,0.5548651814460754,0.4712027609348297,0.5122425556182861,0.4469837844371795,0.1165496855974197,-1.2603524923324585,0.0526354014873504,2.9969093799591064,0.3287312686443329,2.9720797538757324,,,,,,
o3,numeric,abstract_triplets,0.0547568313777446,huber,0.0929946154356002,0.1175207123160362,0.8745302304082986,0.0806902460753917,-332.58251213440064,-320.67237896103126,0.1494121881267702,0.1259850433468818,0.8008025286977318,0.0803229158690947,0.0746472463011741,-0.0004716593298044,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,123,0,2025-08-19T17:54:04.685904+00:00,0.5548651814460754,0.47058966755867,0.5122425556182861,0.454824686050415,0.1165496855974197,-1.3242214918136597,0.0526354014873504,2.9939157962799072,0.3287312686443329,2.969336748123169,,,,,,
o3,numeric,abstract_triplets_symb,0.0609169825911521,huber,0.0905545055866241,0.1135930120944976,0.8919093516728329,0.0553584288805723,-338.021322664857,-326.1111894914876,0.1474335591541019,0.1192175920443101,0.8230839496650013,0.0867399568365267,0.0917293741486289,0.0030666305802085,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,123,0,2025-08-19T17:54:06.269673+00:00,0.5548651814460754,0.4751622378826141,0.5122425556182861,0.894764244556427,0.1165496855974197,-1.5360891819000244,0.0526354014873504,2.999591112136841,0.3287312686443329,2.998038530349731,,,,,,
o3,numeric,abstract_xyz,0.0586134493350982,huber,0.0922051444649696,0.1154579222202301,0.8855228733948576,0.0719414491206407,-335.4158641281402,-323.5057309547708,0.1437531546361435,0.1141052417321638,0.825040557345305,0.0874354806533792,0.0892138688130812,-0.0003959513794292,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,123,0,2025-08-19T17:54:07.831253+00:00,0.5548651814460754,0.4709058105945587,0.5122425556182861,0.6701415181159973,0.1165496855974197,-1.3381510972976685,0.0526354014873504,2.994885206222534,0.3287312686443329,2.977447032928467,,,,,,
o3,numeric,abstract_abc,0.0247280448675155,huber,0.0577491223812103,0.0733492672443389,0.955866781691056,0.0095264509320259,-412.00364365962656,-404.857563755605,0.08242246151265,0.0615813885222781,0.945641071521996,0.0547831611854637,0.0276372364976189,-0.0151314949447458,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,125,2,2025-08-19T17:54:09.436541+00:00,0.4714978635311126,0.4726450741291046,0.4714978635311126,0.4726450741291046,,,,,,,0.4463468194007873,0.055932555347681,0.4896134436130523,0.9255796670913696,0.4896134436130523,0.9255796670913696
o3,numeric,abstract_quintuplets,0.0238485988229513,huber,0.0647521317005157,0.081690028309822,0.9432261096135984,0.0078929172828793,-394.7717422295883,-387.6256623255667,0.0824585375494549,0.0731943628733808,0.9428797255385416,0.0379736179255377,0.0361591226133433,-0.0050206566127863,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,125,2,2025-08-19T17:54:11.981682+00:00,0.4714978635311126,0.4681072831153869,0.4714978635311126,0.4681072831153869,,,,,,,0.4463468194007873,0.0845281705260276,0.4896134436130523,0.9214851260185242,0.4896134436130523,0.9214851260185242
o3,numeric,abstract_triplets,0.0222154334187507,huber,0.073279395699501,0.0889361053705215,0.9281434194569462,0.0079094152897596,-381.17392447352273,-374.0278445695011,0.0847938330690524,0.0737817033312537,0.935843552997422,0.0417882086249362,0.0280517009171572,-0.0050969723137942,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-19T17:54:14.492818+00:00,0.4714978635311126,0.4622119963169098,0.4714978635311126,0.4622119963169098,,,,,,,0.4463468194007873,0.0727577954530716,0.4896134436130523,0.8836938738822937,0.4896134436130523,0.8836938738822937
o3,numeric,abstract_triplets_symb,0.025463992729783,huber,0.0710680857300758,0.084029346704483,0.9408510720204962,0.0189995730295777,-390.2542622602562,-383.10818235623464,0.0889570593217547,0.0763910327174446,0.9355926588298232,0.0455825462599062,0.0430619482560591,-0.0005571421709927,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,125,2,2025-08-19T17:54:17.153828+00:00,0.4714978635311126,0.4491540789604187,0.4714978635311126,0.4491540789604187,,,,,,,0.4463468194007873,0.0485743917524814,0.4896134436130523,0.9113044142723083,0.4896134436130523,0.9113044142723083
o3,numeric,abstract_xyz,0.0240742228925228,huber,0.0712247416377067,0.0861225128173828,0.9363051007279471,0.0066668573766946,-386.3175081479392,-379.17142824391755,0.0940683740027269,0.0789903478730808,0.9250813586250342,0.0510821292665701,0.0332659611376849,-0.0099991604956713,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,125,2,2025-08-19T17:54:19.687226+00:00,0.4714978635311126,0.4529163539409637,0.4714978635311126,0.4529163539409637,,,,,,,0.4463468194007873,0.0644999742507934,0.4896134436130523,0.9084181189537048,0.4896134436130523,0.9084181189537048
o3,numeric,abstract_abc,0.0250545181334018,huber,0.0555400773882865,0.0725696757435798,0.9567999298031132,0.0155285755172371,-411.7132939285797,-402.18518738988416,0.1113501493341169,0.0832458922131495,0.9007886557345338,0.0739525333329888,0.0488617143170399,-0.04886171431704,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,125,2,2025-08-19T17:54:22.216402+00:00,0.4714978635311126,0.4731124937534332,0.4714978635311126,0.4731124937534332,,,,,,,0.4463468194007873,0.0566736087203025,0.4896134436130523,0.9405550360679626,0.4622513353824615,0.8986046314239502
o3,numeric,abstract_quintuplets,0.0241193827241659,huber,0.057651974260807,0.0782495811581611,0.9479075685082456,0.0261419560760259,-399.6562921826539,-390.1281856439584,0.10672900403068,0.0850399167429317,0.9043061686919776,0.0644925798967304,0.0449892484058032,-0.0422523288293318,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,125,2,2025-08-19T17:54:24.793913+00:00,0.4714978635311126,0.4674232602119446,0.4714978635311126,0.4674232602119446,,,,,,,0.4463468194007873,0.0931194722652435,0.4896134436130523,0.953189253807068,0.4622513353824615,0.8580927848815918
o3,numeric,abstract_triplets,0.0224738307297229,huber,0.0696154087781906,0.088077425956726,0.9295242864733,0.0088347263634204,-380.7262472002381,-371.19814066154254,0.0946313668149538,0.0785036111284386,0.9200935209114768,0.0528420157172418,0.0309332538599317,-0.0263887616585601,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-19T17:54:27.391457+00:00,0.4714978635311126,0.4635032415390014,0.4714978635311126,0.4635032415390014,,,,,,,0.4463468194007873,0.0785631239414215,0.4896134436130523,0.9030662775039672,0.4622513353824615,0.8530958890914917
o3,numeric,abstract_triplets_symb,0.0257320515811443,huber,0.0659994855523109,0.0817948207259178,0.9439550447720833,0.01765963062644,-392.5666083310887,-383.0385017923931,0.1061202267503156,0.090951522141695,0.908341895021434,0.0546747029772194,0.049437431002205,-0.0292988456243818,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,125,2,2025-08-19T17:54:29.949878+00:00,0.4714978635311126,0.4497105777263641,0.4714978635311126,0.4497105777263641,,,,,,,0.4463468194007873,0.0550992004573345,0.4896134436130523,0.9426537752151488,0.4622513353824615,0.8642670512199402
o3,numeric,abstract_xyz,0.0243599563837051,huber,0.0676936134696006,0.0849049389362335,0.9380933675508472,0.0169763060286641,-386.5956812194516,-377.0675746807561,0.1132260099408691,0.0914768237146464,0.8914586984836296,0.0667242088766085,0.0521710460023446,-0.0411147838560017,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,125,2,2025-08-19T17:54:32.511885+00:00,0.4714978635311126,0.4533488750457763,0.4714978635311126,0.4533488750457763,,,,,,,0.4463468194007873,0.0695287436246872,0.4896134436130523,0.9312061667442322,0.4622513353824615,0.8712646961212158
o3,numeric,abstract_abc,0.0250687561929225,huber,0.0556097626686096,0.0708061605691909,0.9588740309607532,0.0230275189504027,-413.64948177693094,-401.7393486035615,0.1104927419462392,0.0793956170705231,0.9023106480672148,0.0768438807764748,0.0513079668310555,-0.0513079668310555,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,125,2,2025-08-19T17:54:35.090411+00:00,0.4714978635311126,0.4790097177028656,0.5075838565826416,0.6561756730079651,,,,,,,0.4463468194007873,0.0557221621274948,0.4896134436130523,0.9455486536026,0.4622513353824615,0.8855816721916199
o3,numeric,abstract_quintuplets,0.024144273251295,huber,0.0578318834304809,0.0782428979873657,0.9479164617151185,0.025706348568201,-397.66995092858326,-385.7598177552139,0.1082673790844511,0.0876040990786118,0.9015276558266306,0.0636187645152041,0.0487758975950154,-0.0417691647735508,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,125,2,2025-08-19T17:54:37.660457+00:00,0.4714978635311126,0.4678423106670379,0.5075838565826416,0.4763535559177398,,,,,,,0.4463468194007873,0.0923305004835128,0.4896134436130523,0.9530177712440492,0.4622513353824615,0.8581245541572571
o3,numeric,abstract_triplets,0.022498719394207,huber,0.0696284398436546,0.0880778729915618,0.929523562230514,0.0088554073125123,-378.72542508546593,-366.81529191209654,0.0922373591597448,0.0791759481348774,0.9240853682906882,0.0473170123920241,0.0305927575853738,-0.0258833014016801,11,80,noisy_or,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-19T17:54:40.223697+00:00,0.4714978635311126,0.4635990560054779,0.5075838565826416,0.4645998775959015,,,,,,,0.4463468194007873,0.0788345411419868,0.4896134436130523,0.9028391242027284,0.4622513353824615,0.852962076663971
