agent,prompt_category,domain,loss,loss_function,mae,rmse,r2,ece_10bin,aic,bic,loocv_rmse,loocv_mae,loocv_r2,loocv_consistency,loocv_calibration,loocv_bias,loocv_n_folds,num_rows,model,params_tying,lr,optimizer,version,experiment,graph_type,temperature,included_domains,seed_used,restart_index,run_timestamp,init_pC1,fit_pC1,init_pC2,fit_pC2,init_w0,fit_w0,init_w1,fit_w1,init_w2,fit_w2,init_b,fit_b,init_m1,fit_m1,init_m2,fit_m2
gpt-4o,numeric,abstract_triplets,0.0640611797571182,huber,0.1599843502044677,0.2596443593502044,0.5835353969325412,0.0899911452084779,-205.75077940154117,-193.84064622817175,0.219867380171363,0.1786332784051245,0.6203267213972472,0.1281866479382933,0.1017479981211099,-0.0262312431904402,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,132,9,2025-08-18T22:15:50.000570+00:00,0.5072219967842102,0.4520747065544128,0.550879955291748,0.7985711097717285,0.3679895401000976,-1.4763333797454834,0.3324188590049743,2.948516607284546,0.6316268444061279,2.998394727706909,,,,,,
o3,numeric,abstract_triplets,0.0399765893816947,huber,0.0934919267892837,0.1177080571651458,0.8741298662888077,0.0826294872909784,-332.3276448711564,-320.417511697787,0.1476264006952873,0.1234453608908436,0.8055357237734718,0.0809617011726834,0.0889116002077405,0.0075670880485664,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,132,9,2025-08-18T22:15:58.621880+00:00,0.5072219967842102,0.4703693687915802,0.550879955291748,0.5272842049598694,0.3679895401000976,-1.383934736251831,0.3324188590049743,2.994138240814209,0.6316268444061279,2.9656364917755127,,,,,,
gpt-4o,numeric,abstract_triplets_symb,0.0604634471237659,huber,0.1444561332464218,0.2404042333364486,0.6297468736281981,0.0715442132204771,-218.06935469737556,-206.15922152400617,0.181734742646903,0.134234221144156,0.7324632958073797,0.1225099610593273,0.0847066871144554,-0.0335949537428942,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,132,9,2025-08-18T22:16:06.870707+00:00,0.5072219967842102,0.4826629161834717,0.550879955291748,0.8542905449867249,0.3679895401000976,-1.53850257396698,0.3324188590049743,2.9183199405670166,0.6316268444061279,2.9988322257995605,,,,,,
o3,numeric,abstract_triplets_symb,0.0450182259082794,huber,0.0885680615901947,0.1145315468311309,0.8901158395081417,0.0516490425914525,-336.7048016225724,-324.794668449203,0.1513762128481206,0.1227304381809451,0.8134952886867214,0.0886114967718789,0.0876334196735512,0.011773229715499,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,132,9,2025-08-18T22:16:15.270797+00:00,0.5072219967842102,0.4896422624588012,0.550879955291748,0.9672207832336426,0.3679895401000976,-1.2261003255844116,0.3324188590049743,2.9991455078125,0.6316268444061279,2.993248462677002,,,,,,
gpt-4o,numeric,abstract_xyz,0.0687891989946365,huber,0.1823114454746246,0.2595506906509399,0.600698293637046,0.0994815699756145,-205.8085170540012,-193.89838388063177,0.2139064935051255,0.1559404673224145,0.6641380371653364,0.1464191197041058,0.0576754215766082,-0.0412375110794197,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,132,9,2025-08-18T22:16:23.660578+00:00,0.5072219967842102,0.3870913088321686,0.550879955291748,0.5639933943748474,0.3679895401000976,-1.5826044082641602,0.3324188590049743,2.935774326324463,0.6316268444061279,2.9986019134521484,,,,,,
o3,numeric,abstract_xyz,0.0427393838763237,huber,0.0913663357496261,0.115013837814331,0.8864018013589274,0.0693820968270301,-336.0324550296513,-324.1223218562819,0.1472187905172551,0.1153999906236475,0.8165029403650571,0.0914123320204966,0.0844534349441528,0.0032311023365367,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,132,9,2025-08-18T22:16:32.144796+00:00,0.5072219967842102,0.473639041185379,0.550879955291748,0.7526406049728394,0.3679895401000976,-1.3492733240127563,0.3324188590049743,2.9972620010375977,0.6316268444061279,2.9872281551361084,,,,,,
gpt-4o,numeric-conf,abstract_abc,0.0511461980640888,huber,0.1195685416460037,0.1862395405769348,0.7462563560123914,0.0664514042437076,-258.9154502456975,-247.0053170723281,0.1703765840998747,0.1329855894500559,0.7660343160996139,0.1065035840155761,0.0990676665847951,-0.0192530564286492,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,132,9,2025-08-18T22:16:40.492568+00:00,0.5072219967842102,0.4740921258926391,0.550879955291748,0.9438332915306092,0.3679895401000976,-1.4643948078155518,0.3324188590049743,2.99499249458313,0.6316268444061279,2.999927759170532,,,,,,
gpt-4o,numeric-conf,abstract_quintuplets,0.0477835014462471,huber,0.1034898310899734,0.1631041020154953,0.7902156599677073,0.0516122613102197,-280.1386602476505,-268.2285270742811,0.1497749274256205,0.1202171130613847,0.8103810512714764,0.0893329424822452,0.0815367844971743,-0.0027266236868771,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,132,9,2025-08-18T22:16:48.990652+00:00,0.5072219967842102,0.4832805693149566,0.550879955291748,0.9399261474609376,0.3679895401000976,-1.605762243270874,0.3324188590049743,2.996215343475342,0.6316268444061279,2.99856948852539,,,,,,
gpt-4o,numeric-conf,abstract_triplets,0.0478417202830314,huber,0.1092759221792221,0.18778096139431,0.7079777375290792,0.0351575896143913,-257.5966592421289,-245.6865260687595,0.1158067709329718,0.0996499061584472,0.8701762590893142,0.0590008847097605,0.0598387084224007,0.0006815330548719,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,132,9,2025-08-18T22:16:57.042880+00:00,0.5072219967842102,0.4621167778968811,0.550879955291748,0.9520564079284668,0.3679895401000976,-1.7903469800949097,0.3324188590049743,2.9872164726257324,0.6316268444061279,2.998732089996338,,,,,,
gpt-4o,numeric-conf,abstract_triplets_symb,0.0498412884771823,huber,0.1218701973557472,0.1831842213869094,0.7451055247842345,0.0678951520472764,-261.5620676722913,-249.65193449892183,0.1524594619217355,0.1237386268648234,0.8033252496359586,0.0890653678545882,0.0753326910463246,-0.013293791223656,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,132,9,2025-08-18T22:17:05.039064+00:00,0.5072219967842102,0.4761677980422973,0.550879955291748,0.8899791836738586,0.3679895401000976,-1.5550158023834229,0.3324188590049743,2.9829578399658203,0.6316268444061279,2.997203826904297,,,,,,
gpt-4o,numeric-conf,abstract_xyz,0.0518298633396625,huber,0.1150278449058532,0.1739299297332763,0.7814189058533401,0.076301085576415,-269.85643755971586,-257.94630438634647,0.1719121782626945,0.1401894215833057,0.7731813004308838,0.0995023774146258,0.1029433392665603,-0.0144120074131272,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,132,9,2025-08-18T22:17:13.098015+00:00,0.5072219967842102,0.4674551486968994,0.550879955291748,0.9472948908805848,0.3679895401000976,-1.4075747728347778,0.3324188590049743,2.9947433471679688,0.6316268444061279,2.999638557434082,,,,,,
gpt-4o,CoT,abstract_abc,0.0430680997669696,huber,0.0923062041401863,0.1308183819055557,0.8497502387587164,0.0538720272481441,-315.4312521678924,-303.521118994523,0.1677514268318051,0.1389826514504172,0.7672089570946026,0.0939380849278837,0.1299119672992013,-0.0066021848808635,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,132,9,2025-08-18T22:17:21.355291+00:00,0.5072219967842102,0.4334179162979126,0.550879955291748,0.7886152863502502,0.3679895401000976,-1.500342607498169,0.3324188590049743,2.9888551235198975,0.6316268444061279,2.998605728149414,,,,,,
gpt-4o,CoT,abstract_quintuplets,0.0389051735401153,huber,0.0737423747777938,0.1044038608670234,0.8958848336116388,0.0404575627297163,-351.51818167939916,-339.6080485060298,0.1380038483395714,0.1183517027984966,0.8293077156842514,0.0709784234907184,0.0899429017847234,-0.0067862705750899,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,132,9,2025-08-18T22:17:29.836923+00:00,0.5072219967842102,0.440685361623764,0.550879955291748,0.8634024858474731,0.3679895401000976,-1.5448503494262695,0.3324188590049743,2.9949393272399902,0.6316268444061279,2.998565196990967,,,,,,
gpt-4o,CoT,abstract_triplets,0.0389195457100868,huber,0.0806209817528724,0.1106974929571151,0.8831389039300908,0.043045937269926,-342.1526493804579,-330.2425162070885,0.1506134176494511,0.1267257898368619,0.7975440329095056,0.0813939541137516,0.1153124547140165,-0.0062745020470836,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,132,9,2025-08-18T22:17:37.883103+00:00,0.5072219967842102,0.4419062733650207,0.550879955291748,0.8723405599594116,0.3679895401000976,-1.5076942443847656,0.3324188590049743,2.993011713027954,0.6316268444061279,2.9983015060424805,,,,,,
gpt-4o,CoT,abstract_triplets_symb,0.04065403342247,huber,0.0879402905702591,0.1386885941028595,0.8232110256748513,0.0347787827253341,-306.08386400057014,-294.17373082720076,0.1514589477481887,0.1220477792891589,0.7906610023832747,0.0896891990351866,0.075460993214087,-0.0117334978688847,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,132,9,2025-08-18T22:17:45.933326+00:00,0.5072219967842102,0.4432893991470337,0.550879955291748,0.9032059907913208,0.3679895401000976,-1.5623763799667358,0.3324188590049743,2.989795207977295,0.6316268444061279,2.9994077682495117,,,,,,
gpt-4o,CoT,abstract_xyz,0.045704111456871,huber,0.1005450040102005,0.131419152021408,0.8528543145143844,0.0487992834299802,-314.69813879618414,-302.78800562281475,0.1804876158418271,0.1471666668626395,0.7437809854676024,0.1044880454253396,0.0408166731623085,-0.0041658327660777,11,80,logistic,5,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,132,9,2025-08-18T22:17:54.245193+00:00,0.5072219967842102,0.411618173122406,0.550879955291748,0.8332458734512329,0.3679895401000976,-1.5511474609375,0.3324188590049743,2.9937005043029785,0.6316268444061279,2.9990081787109375,,,,,,
gpt-4o,numeric,abstract_abc,0.0580373406410217,huber,0.1939883679151535,0.2998228669166565,0.467296317771629,0.0992217428982258,-186.73015215407335,-179.58407225005175,0.2538034705408883,0.2264680703255263,0.4568981321239028,0.1145792947335252,0.0768672068688002,-0.0611075003716078,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,130,7,2025-08-18T22:18:02.575064+00:00,0.4842737317085266,0.4269596636295318,0.4842737317085266,0.4269596636295318,,,,,,,0.5077318549156189,0.0373115539550781,0.5363426804542542,0.8153308629989624,0.5363426804542542,0.8153308629989624
o3,numeric,abstract_abc,0.0239470209926366,huber,0.057731132954359,0.0733480751514434,0.9558682118358884,0.0094584645703434,-412.006236115939,-404.86015621191734,0.0802229233304018,0.0565060726620934,0.9485036208308336,0.0569454228185352,0.0276808879592201,-0.0142902905290777,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,130,7,2025-08-18T22:18:15.146949+00:00,0.4842737317085266,0.4729601144790649,0.4842737317085266,0.4729601144790649,,,,,,,0.5077318549156189,0.0570382550358772,0.5363426804542542,0.9256877899169922,0.5363426804542542,0.9256877899169922
gpt-4o,numeric,abstract_quintuplets,0.0508630163967609,huber,0.1548400223255157,0.2627201378345489,0.5748412439658755,0.0710021089762449,-207.86655785525863,-200.720477951237,0.1702519074399199,0.1467384426769885,0.7596730689220619,0.0863338950103795,0.1128072523596611,-0.0590414460748434,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,130,7,2025-08-18T22:18:27.348814+00:00,0.4842737317085266,0.4252675473690033,0.4842737317085266,0.4252675473690033,,,,,,,0.5077318549156189,0.0298091620206832,0.5363426804542542,0.8523826003074646,0.5363426804542542,0.8523826003074646
o3,numeric,abstract_quintuplets,0.0232211090624332,huber,0.0647353827953338,0.0816900134086608,0.9432261286297215,0.0079187789931893,-394.771769025182,-387.6256891211603,0.0770168432795245,0.0652017572793093,0.9501700492982532,0.040991767422653,0.0385627028075131,0.0028382571177049,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,130,7,2025-08-18T22:18:39.590271+00:00,0.4842737317085266,0.4681781232357025,0.4842737317085266,0.4681781232357025,,,,,,,0.5077318549156189,0.0845563784241676,0.5363426804542542,0.9214757084846495,0.5363426804542542,0.9214757084846495
gpt-4o,numeric,abstract_triplets,0.0484045222401618,huber,0.1374382823705673,0.2422807365655899,0.6373747722411967,0.0570740789175033,-220.8253074685523,-213.67922756453063,0.1671332991344559,0.14886238663034,0.7806112258838023,0.0759837451451734,0.103849186477336,-0.0540504377673972,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,130,7,2025-08-18T22:18:51.892720+00:00,0.4842737317085266,0.4148802459239959,0.4842737317085266,0.4148802459239959,,,,,,,0.5077318549156189,0.0250249858945608,0.5363426804542542,0.8842967748641968,0.5363426804542542,0.8842967748641968
o3,numeric,abstract_triplets,0.0218676291406154,huber,0.0732724890112876,0.0889361202716827,0.928143405919698,0.0079035721719264,-381.1739094021159,-374.02782949809426,0.0850426308828478,0.0735080004957589,0.935466511398929,0.0427647393373538,0.0316285064139149,-0.0093349550122564,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,130,7,2025-08-18T22:19:04.131397+00:00,0.4842737317085266,0.4622396230697632,0.4842737317085266,0.4622396230697632,,,,,,,0.5077318549156189,0.0727554783225059,0.5363426804542542,0.8836713433265686,0.5363426804542542,0.8836713433265686
gpt-4o,numeric,abstract_triplets_symb,0.0450162217020988,huber,0.1242249757051467,0.2311517298221588,0.6576984872261475,0.0533796597272157,-228.3489492650056,-221.20286936098395,0.141852165102101,0.1264733841473406,0.8370030831101186,0.0642379937924042,0.0730604265223849,-0.0349095633084123,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,130,7,2025-08-18T22:19:16.603251+00:00,0.4842737317085266,0.4523108601570129,0.4842737317085266,0.4523108601570129,,,,,,,0.5077318549156189,0.0297304987907409,0.5363426804542542,0.8778831362724304,0.5363426804542542,0.8778831362724304
o3,numeric,abstract_triplets_symb,0.0251617543399333,huber,0.071060225367546,0.0840293690562248,0.9408510470553002,0.0189826937392354,-390.254228494382,-383.1081485903604,0.0873564505558838,0.0764034680751237,0.9378895759113643,0.0423516176764966,0.0408044328337366,0.0051206821609627,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,130,7,2025-08-18T22:19:29.033912+00:00,0.4842737317085266,0.4492141604423523,0.4842737317085266,0.4492141604423523,,,,,,,0.5077318549156189,0.0486944578588008,0.5363426804542542,0.9112758040428162,0.5363426804542542,0.9112758040428162
gpt-4o,numeric,abstract_xyz,0.051929485052824,huber,0.1427561491727829,0.2383192181587219,0.6633528820599104,0.0538009559735655,-223.46307973312227,-216.31699982910064,0.1760334169184345,0.1473927099935033,0.7725410014932621,0.0962452747554415,0.1395656122741374,-0.066034672781825,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,130,7,2025-08-18T22:19:41.166715+00:00,0.4842737317085266,0.3317534029483795,0.4842737317085266,0.3317534029483795,,,,,,,0.5077318549156189,0.0136410566046834,0.5363426804542542,0.9106346368789672,0.5363426804542542,0.9106346368789672
o3,numeric,abstract_xyz,0.0235511660575866,huber,0.0712222158908844,0.086122490465641,0.9363051391174628,0.0066316530108451,-386.3175563647073,-379.17147646068565,0.0927308479948228,0.0772070190310478,0.9271966973366106,0.0513623050707263,0.0383701060035012,0.0026080333102833,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,130,7,2025-08-18T22:19:53.579842+00:00,0.4842737317085266,0.4529369473457336,0.4842737317085266,0.4529369473457336,,,,,,,0.5077318549156189,0.0645359754562377,0.5363426804542542,0.908351182937622,0.5363426804542542,0.908351182937622
gpt-4o,numeric-conf,abstract_abc,0.0341975539922714,huber,0.1090621799230575,0.1760307550430297,0.7733120429919605,0.0379734382033348,-271.935454137686,-264.7893742336644,0.1701991082386701,0.1256900821897116,0.7665214914322156,0.114759486250079,0.0717198590663346,0.0041257672011852,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,130,7,2025-08-18T22:20:06.050351+00:00,0.4842737317085266,0.4439591467380523,0.4842737317085266,0.4439591467380523,,,,,,,0.5077318549156189,0.0623444765806198,0.5363426804542542,0.900895655155182,0.5363426804542542,0.900895655155182
gpt-4o,numeric-conf,abstract_quintuplets,0.0303804036229848,huber,0.0958738699555397,0.1570119708776474,0.8055943654777098,0.0239501062780618,-290.22931425077775,-283.0832343467561,0.0941151501583195,0.0663165808909318,0.9251274580595568,0.066781528795465,0.0663165808909319,0.0027185482226989,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,130,7,2025-08-18T22:20:18.406329+00:00,0.4842737317085266,0.4696536660194397,0.4842737317085266,0.4696536660194397,,,,,,,0.5077318549156189,0.0697095021605491,0.5363426804542542,0.8819809556007385,0.5363426804542542,0.8819809556007385
gpt-4o,numeric-conf,abstract_triplets,0.0319442749023437,huber,0.1243574395775795,0.1918056309223175,0.6953258801940204,0.0280798807740211,-258.2036428385985,-251.05756293457688,0.1361657013998402,0.0960739710114219,0.8205176820010127,0.0964929548299093,0.0609357470815831,0.0332504592158577,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,125,2,2025-08-18T22:20:30.645657+00:00,0.4714978635311126,0.4421104788780212,0.4714978635311126,0.4421104788780212,,,,,,,0.4463468194007873,0.1059421822428703,0.4896134436130523,0.8180166482925415,0.4896134436130523,0.8180166482925415
gpt-4o,numeric-conf,abstract_triplets_symb,0.0330918543040752,huber,0.1099825501441955,0.17332224547863,0.7718119355941682,0.0313163708895444,-274.41642799101265,-267.270348086991,0.1170330012346187,0.0915566886013204,0.8841071809629436,0.0728978473642611,0.0540163936940106,-0.0022851757027886,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,130,7,2025-08-18T22:20:42.460100+00:00,0.4842737317085266,0.4576052129268646,0.4842737317085266,0.4576052129268646,,,,,,,0.5077318549156189,0.0552801862359046,0.5363426804542542,0.8762930631637573,0.5363426804542542,0.8762930631637573
gpt-4o,numeric-conf,abstract_xyz,0.0334915816783905,huber,0.0973698496818542,0.1566747277975082,0.8226374789370355,0.03407913018018,-290.57334206767115,-283.4272621636495,0.1248420352687454,0.1019862380894747,0.8803845577736709,0.072002368088832,0.0579991102218627,-0.0065150672739202,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,130,7,2025-08-18T22:20:55.229137+00:00,0.4842737317085266,0.4406809210777282,0.4842737317085266,0.4406809210777282,,,,,,,0.5077318549156189,0.0523808524012565,0.5363426804542542,0.9253228902816772,0.5363426804542542,0.9253228902816772
gpt-4o,CoT,abstract_abc,0.0254659503698349,huber,0.0776311308145523,0.1129013746976852,0.8880885042584089,0.0233850210905075,-342.99850352959584,-335.8524236255742,0.141185274967172,0.1099103825336153,0.8351030479186926,0.0886170958611843,0.0737092965705828,-0.0047702296890995,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,130,7,2025-08-18T22:21:07.683973+00:00,0.4842737317085266,0.4069923460483551,0.4842737317085266,0.4069923460483551,,,,,,,0.5077318549156189,0.0673106536269187,0.5363426804542542,0.8937621712684631,0.5363426804542542,0.8937621712684631
gpt-4o,CoT,abstract_quintuplets,0.0214508082717657,huber,0.0678276568651199,0.0914437696337699,0.9201289893382326,0.0187308717519044,-376.72495679103935,-369.5788768870177,0.1089970362605131,0.0870908550918102,0.8935217574339965,0.0655403453832289,0.0408785958859053,-0.0025891475379467,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,130,7,2025-08-18T22:21:20.208829+00:00,0.4842737317085266,0.4182294607162475,0.4842737317085266,0.4182294607162475,,,,,,,0.5077318549156189,0.084040880203247,0.5363426804542542,0.8740149736404419,0.5363426804542542,0.8740149736404419
gpt-4o,CoT,abstract_triplets,0.0217605289071798,huber,0.0695356354117393,0.0967072620987892,0.9108107396038452,0.0216055270284414,-367.7706800391118,-360.6246001350902,0.1236350654920765,0.0977522469379685,0.8635773187014671,0.0756976065527073,0.0523542253808541,-0.0043650411746718,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,130,7,2025-08-18T22:21:32.644318+00:00,0.4842737317085266,0.4165598154067993,0.4842737317085266,0.4165598154067993,,,,,,,0.5077318549156189,0.0796775072813034,0.5363426804542542,0.8722483515739441,0.5363426804542542,0.8722483515739441
gpt-4o,CoT,abstract_triplets_symb,0.0244897790253162,huber,0.0778819918632507,0.1328210085630417,0.837853652646637,0.026663826406002,-317.00046237566954,-309.8543824716479,0.1253960120150609,0.0963962028514255,0.8565079899246829,0.0801993260888651,0.0665458870746872,-0.0214337237043814,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,130,7,2025-08-18T22:21:45.080764+00:00,0.4842737317085266,0.4147101640701294,0.4842737317085266,0.4147101640701294,,,,,,,0.5077318549156189,0.0839192122220993,0.5363426804542542,0.8555068373680115,0.5363426804542542,0.8555068373680115
gpt-4o,CoT,abstract_xyz,0.0272846464067697,huber,0.0813263580203056,0.1079274713993072,0.9007583080963454,0.0210614077746868,-350.2073345118888,-343.06125460786717,0.1476571088266046,0.1126055487177589,0.8285153460947372,0.0955123666600519,0.0902909433299845,-0.0181593632156198,11,80,noisy_or,3,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_xyz,130,7,2025-08-18T22:21:57.767863+00:00,0.4842737317085266,0.3747710287570953,0.4842737317085266,0.3747710287570953,,,,,,,0.5077318549156189,0.0531791523098945,0.5363426804542542,0.9000399112701416,0.5363426804542542,0.9000399112701416
gpt-4o,numeric,abstract_abc,0.0579267740249633,huber,0.1789929419755935,0.2735089659690857,0.5566983399567781,0.0057840436697006,-199.4273393382147,-189.89923279951915,0.2247908573711682,0.1820183497938242,0.5739667735497473,0.1319100068076639,0.0580533546480265,-0.0389535041017965,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,129,6,2025-08-18T22:22:10.307855+00:00,0.4793401062488556,0.390911191701889,0.4793401062488556,0.390911191701889,,,,,,,0.4643082916736603,0.0038717093411833,0.4919206202030182,0.4114513397216797,0.5164302587509155,0.9964762330055236
o3,numeric,abstract_abc,0.0243577640503644,huber,0.0559730045497417,0.0725480988621711,0.9568256204603902,0.0156782934442162,-411.760883294394,-402.2327767556985,0.0953647074132406,0.0682821356437423,0.927229545422008,0.0665730979596305,0.0400910808281465,-0.0400910808281465,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_abc,130,7,2025-08-18T22:22:23.191840+00:00,0.4842737317085266,0.4726343750953674,0.4842737317085266,0.4726343750953674,,,,,,,0.5077318549156189,0.061136782169342,0.5363426804542542,0.9398733973503112,0.4830571413040161,0.8977768421173096
gpt-4o,numeric,abstract_quintuplets,0.0510356537997722,huber,0.1531914472579956,0.2456665635108947,0.6282452464977479,0.0151201412081718,-216.6048195112911,-207.0767129725956,0.1765156968987607,0.1446699208833954,0.7416638806715015,0.1011355785233232,0.0891726646911014,-0.060761308805509,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,129,6,2025-08-18T22:22:35.748517+00:00,0.4793401062488556,0.4007704854011535,0.4793401062488556,0.4007704854011535,,,,,,,0.4643082916736603,0.0057669901289045,0.4919206202030182,0.5865473747253418,0.5164302587509155,0.9948937892913818
o3,numeric,abstract_quintuplets,0.0235372185707092,huber,0.0576594769954681,0.0782499462366104,0.9479070772584004,0.02591691352427,-399.6555377582361,-390.12743121954054,0.0952917869576113,0.078017806505615,0.9237166122823544,0.0547151398575129,0.0422365008565511,-0.0203559262237765,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_quintuplets,130,7,2025-08-18T22:22:48.765162+00:00,0.4842737317085266,0.4677996039390564,0.4842737317085266,0.4677996039390564,,,,,,,0.5077318549156189,0.0917728096246719,0.5363426804542542,0.9524856805801392,0.4830571413040161,0.8588168621063232
gpt-4o,numeric,abstract_triplets,0.0487692654132843,huber,0.1394065767526626,0.2296962141990661,0.6740673027539907,0.0171297147870063,-227.35962431956145,-217.8315177808659,0.15623732530923,0.1170827580446546,0.8082841496020353,0.1034491642713416,0.095585725185546,-0.0517832199958237,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,129,6,2025-08-18T22:23:01.442463+00:00,0.4793401062488556,0.3984136283397674,0.4793401062488556,0.3984136283397674,,,,,,,0.4643082916736603,0.004300492350012,0.4919206202030182,0.6768156886100769,0.5164302587509155,0.9959529638290404
o3,numeric,abstract_triplets,0.0221629999577999,huber,0.0696412697434425,0.0880777388811111,0.9295237788264874,0.0088625229895114,-380.7256709506806,-371.197564411985,0.1014628631394673,0.0828783759203824,0.9081400942090802,0.0585310806431767,0.0388591039451685,-0.0343464839729395,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets,130,7,2025-08-18T22:23:14.281695+00:00,0.4842737317085266,0.4635045826435089,0.4842737317085266,0.4635045826435089,,,,,,,0.5077318549156189,0.0789902806282043,0.5363426804542542,0.9029180407524108,0.4830571413040161,0.8532915115356445
gpt-4o,numeric,abstract_triplets_symb,0.0454068593680858,huber,0.1251974999904632,0.2203678339719772,0.6888921736612206,0.020939601957798,-233.99314161624352,-224.465035077548,0.1408606315141439,0.115353990684856,0.8392737861905823,0.0808404251822167,0.0418394912372935,-0.0232729369943792,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,129,6,2025-08-18T22:23:26.962231+00:00,0.4793401062488556,0.4366175532341003,0.4793401062488556,0.4366175532341003,,,,,,,0.4643082916736603,0.0064850337803363,0.4919206202030182,0.7244080901145935,0.5164302587509155,0.9970218539237976
o3,numeric,abstract_triplets_symb,0.0254721976816654,huber,0.0660183504223823,0.0817935243248939,0.9439568235422996,0.0174434961751103,-392.5691474334037,-383.0410408947082,0.1057876673939543,0.09030117823319,0.908915470851203,0.0551065130665293,0.0456818463043733,-0.0242099192467602,11,80,noisy_or,4,0.1,lbfgs,2,abstract_reasoning,collider,0.0,abstract_triplets_symb,130,7,2025-08-18T22:23:39.690200+00:00,0.4842737317085266,0.4500322341918945,0.4842737317085266,0.4500322341918945,,,,,,,0.5077318549156189,0.0548074208199977,0.5363426804542542,0.941985845565796,0.4830571413040161,0.8648070693016052
