s;domain;diagram;attr.polarity;letter.type;study.type;b;t;rt;y;type;aggr.type;betw.factors;task
52;weather;A;pmm;H;XorY=0,Z=0(X?);1;7;7,31;40;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;H;XorY=0,Z=0(Y?);1;8;4,23;40;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;I;p(C|0E)/v00;1;9;16,42;15;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;F;XorY=1,Z=0(Y?);1;10;5,22;60;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;G;XorY=?,Z=0(X?);1;11;7,19;45;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;E;XorY=0,Z=?(X?);1;12;5,77;35;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;A;XorY=1,Z=1(Y?);1;13;6,48;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;C;XorY=0,Z=1(Y?);1;14;5,39;60;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;F;XorY=1,Z=0(X?);1;15;4,12;60;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;G;XorY=?,Z=0(Y?);1;16;7,9;35;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;K;p(C|2E)/v11;1;17;4,29;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;C;XorY=0,Z=1(X?);1;18;4,01;60;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;B;XorY=?,Z=1(X?);1;19;10,38;95;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
52;weather;A;pmm;A;XorY=1,Z=1(X?);1;20;3,13;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;B;XorY=?,Z=1(Y?);1;1;8,57;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;I;p(C|0E)/v00;1;2;7,69;0;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;A;XorY=1,Z=1(X?);1;3;8,95;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;K;p(C|2E)/v11;1;4;6,59;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;C;XorY=0,Z=1(Y?);1;5;36,86;100;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;F;XorY=1,Z=0(X?);1;6;5,38;0;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;J;p(C|1E)[Y]/v01;1;7;9,88;45;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;F;XorY=1,Z=0(Y?);1;8;7,58;0;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;H;XorY=0,Z=0(Y?);1;9;4,73;25;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;C;XorY=0,Z=1(X?);1;10;5,16;65;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;B;XorY=?,Z=1(X?);1;11;4,83;100;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;H;XorY=0,Z=0(X?);1;12;6,32;0;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;G;XorY=?,Z=0(X?);1;13;4,56;10;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;D;XorY=1,Z=?(X?);1;14;18,29;35;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;E;XorY=0,Z=?(Y?);1;15;11,86;25;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;J;p(C|1E)[X]/v10;1;16;6,21;100;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;G;XorY=?,Z=0(Y?);1;17;3,9;15;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;E;XorY=0,Z=?(X?);1;18;28,67;35;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;A;XorY=1,Z=1(Y?);1;19;12,14;65;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
55;economy;A;mmp;D;XorY=1,Z=?(Y?);1;20;3,02;65;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;A;XorY=1,Z=1(Y?);1;1;24,55;85;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;J;p(C|1E)[Y]/v01;1;2;11,87;60;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;J;p(C|1E)[X]/v10;1;3;4,61;60;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;E;XorY=0,Z=?(Y?);1;4;14,66;30;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;F;XorY=1,Z=0(X?);1;5;47,08;60;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;H;XorY=0,Z=0(Y?);1;6;4,77;30;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;I;p(C|0E)/v00;1;7;7,91;25;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;H;XorY=0,Z=0(X?);1;8;6,37;30;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;D;XorY=1,Z=?(Y?);1;9;4,34;60;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;A;XorY=1,Z=1(X?);1;10;4,51;95;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;E;XorY=0,Z=?(X?);1;11;21,69;40;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;D;XorY=1,Z=?(X?);1;12;3,57;65;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;B;XorY=?,Z=1(Y?);1;13;3,68;85;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;G;XorY=?,Z=0(Y?);1;14;2,31;60;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;K;p(C|2E)/v11;1;15;7,58;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;C;XorY=0,Z=1(X?);1;16;5,88;65;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;G;XorY=?,Z=0(X?);1;17;2,03;55;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;F;XorY=1,Z=0(Y?);1;18;6,7;65;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;C;XorY=0,Z=1(Y?);1;19;2,69;60;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
60;society;B;pmm;B;XorY=?,Z=1(X?);1;20;3,62;90;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;K;p(C|2E)/v11;1;1;17,52;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;B;XorY=?,Z=1(X?);1;2;11,1;60;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;F;XorY=1,Z=0(Y?);1;3;8,57;50;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;E;XorY=0,Z=?(X?);1;4;9,83;35;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;D;XorY=1,Z=?(X?);1;5;6,48;65;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;E;XorY=0,Z=?(Y?);1;6;11,21;45;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;J;p(C|1E)[X]/v10;1;7;9,33;65;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;H;XorY=0,Z=0(X?);1;8;12,25;50;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;G;XorY=?,Z=0(Y?);1;9;5;50;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;C;XorY=0,Z=1(X?);1;10;6,65;65;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;A;XorY=1,Z=1(Y?);1;11;6,37;85;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;A;XorY=1,Z=1(X?);1;12;8,68;90;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;B;XorY=?,Z=1(Y?);1;13;4,11;65;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;D;XorY=1,Z=?(Y?);1;14;7,69;45;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;H;XorY=0,Z=0(Y?);1;15;4,56;50;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;C;XorY=0,Z=1(Y?);1;16;5,44;70;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;J;p(C|1E)[Y]/v01;1;17;6,26;65;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;G;XorY=?,Z=0(X?);1;18;4,78;50;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;F;XorY=1,Z=0(X?);1;19;4,45;50;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
62;society;A;ppp;I;p(C|0E)/v00;1;20;5,88;50;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;F;XorY=1,Z=0(Y?);1;1;13,35;50;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;H;XorY=0,Z=0(X?);1;2;9,11;15;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;H;XorY=0,Z=0(Y?);1;3;6,65;20;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;B;XorY=?,Z=1(Y?);1;4;6,21;85;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;E;XorY=0,Z=?(Y?);1;5;7,8;10;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;K;p(C|2E)/v11;1;6;8,95;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;E;XorY=0,Z=?(X?);1;7;5,11;20;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;C;XorY=0,Z=1(X?);1;8;7,03;20;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;B;XorY=?,Z=1(X?);1;9;4,67;85;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;I;p(C|0E)/v00;1;10;5,76;10;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;C;XorY=0,Z=1(Y?);1;11;6,92;55;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;D;XorY=1,Z=?(Y?);1;12;7,25;55;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;A;XorY=1,Z=1(X?);1;13;4,56;95;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;J;p(C|1E)[Y]/v01;1;14;6,26;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;J;p(C|1E)[X]/v10;1;15;4,06;50;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;A;XorY=1,Z=1(Y?);1;16;4,89;90;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;F;XorY=1,Z=0(X?);1;17;6,1;50;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;D;XorY=1,Z=?(X?);1;18;5,44;55;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;G;XorY=?,Z=0(Y?);1;19;4,22;35;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
65;society;A;mmp;G;XorY=?,Z=0(X?);1;20;2,04;40;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;J;p(C|1E)[Y]/v01;1;1;15,32;50;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;C;XorY=0,Z=1(X?);1;2;4,56;50;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;G;XorY=?,Z=0(X?);1;3;5,87;0;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;E;XorY=0,Z=?(Y?);1;4;19,28;25;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;F;XorY=1,Z=0(X?);1;5;9,56;20;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;D;XorY=1,Z=?(Y?);1;6;8,84;75;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;G;XorY=?,Z=0(Y?);1;7;8,57;20;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;K;p(C|2E)/v11;1;8;3,3;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;C;XorY=0,Z=1(Y?);1;9;14;80;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;B;XorY=?,Z=1(Y?);1;10;4,62;85;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;I;p(C|0E)/v00;1;11;2,74;0;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;F;XorY=1,Z=0(Y?);1;12;9,29;70;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;J;p(C|1E)[X]/v10;1;13;7,47;70;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;H;XorY=0,Z=0(Y?);1;14;3,89;15;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;D;XorY=1,Z=?(X?);1;15;3,41;75;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;A;XorY=1,Z=1(Y?);1;16;5,38;95;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;H;XorY=0,Z=0(X?);1;17;4,89;5;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;E;XorY=0,Z=?(X?);1;18;11,54;40;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;B;XorY=?,Z=1(X?);1;19;4,77;85;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
69;weather;A;mpm;A;XorY=1,Z=1(X?);1;20;5,28;90;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;E;XorY=0,Z=?(Y?);1;1;22,85;25;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;B;XorY=?,Z=1(X?);1;2;8,46;80;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;D;XorY=1,Z=?(X?);1;3;5,16;75;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;G;XorY=?,Z=0(X?);1;4;3,08;25;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;A;XorY=1,Z=1(Y?);1;5;8,51;85;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;B;XorY=?,Z=1(Y?);1;6;7,69;95;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;G;XorY=?,Z=0(Y?);1;7;3,46;20;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;C;XorY=0,Z=1(Y?);1;8;16,26;40;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;K;p(C|2E)/v11;1;9;4,78;95;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;A;XorY=1,Z=1(X?);1;10;4,28;75;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;F;XorY=1,Z=0(X?);1;11;11,87;75;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;F;XorY=1,Z=0(Y?);1;12;10,87;60;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;I;p(C|0E)/v00;1;13;4,84;15;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;J;p(C|1E)[X]/v10;1;14;4,83;35;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;J;p(C|1E)[Y]/v01;1;15;22,9;15;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;D;XorY=1,Z=?(Y?);1;16;8,35;45;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;H;XorY=0,Z=0(Y?);1;17;6,26;10;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;C;XorY=0,Z=1(X?);1;18;12,36;35;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;H;XorY=0,Z=0(X?);1;19;4,45;15;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
72;society;A;mpm;E;XorY=0,Z=?(X?);1;20;7,2;35;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;J;p(C|1E)[Y]/v01;1;1;10,6;100;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;H;XorY=0,Z=0(X?);1;2;48,12;25;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;J;p(C|1E)[X]/v10;1;3;19,88;25;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;D;XorY=1,Z=?(Y?);1;4;12,63;10;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;K;p(C|2E)/v11;1;5;24,55;5;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;D;XorY=1,Z=?(X?);1;6;12,14;80;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;F;XorY=1,Z=0(X?);1;7;6,48;10;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;A;XorY=1,Z=1(X?);1;8;18,9;100;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;F;XorY=1,Z=0(Y?);1;9;10,43;10;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;B;XorY=?,Z=1(X?);1;10;22,69;85;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;B;XorY=?,Z=1(Y?);1;11;4,01;100;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;I;p(C|0E)/v00;1;12;5,27;25;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;G;XorY=?,Z=0(Y?);1;13;4,72;20;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;C;XorY=0,Z=1(Y?);1;14;7,69;85;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;E;XorY=0,Z=?(Y?);1;15;5,17;20;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;E;XorY=0,Z=?(X?);1;16;9,44;20;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;G;XorY=?,Z=0(X?);1;17;5,44;20;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;C;XorY=0,Z=1(X?);1;18;6,92;90;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;A;XorY=1,Z=1(Y?);1;19;8,68;100;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
73;economy;A;pmm;H;XorY=0,Z=0(Y?);1;20;4,89;15;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;D;XorY=1,Z=?(X?);1;1;24,38;50;EA|EB=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;E;XorY=0,Z=?(X?);1;2;16,37;25;EA|EB=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;G;XorY=?,Z=0(X?);1;3;24,82;50;EA|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;C;XorY=0,Z=1(Y?);1;4;19,17;30;EB|C=1,EA=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;A;XorY=1,Z=1(Y?);1;5;4,95;90;EB|C=1,EA=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;F;XorY=1,Z=0(Y?);1;6;4,11;25;EB|C=0,EA=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;J;p(C|1E)[Y]/v01;1;7;5,17;45;C|EA=1,EB=0;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;J;p(C|1E)[X]/v10;1;8;3,4;35;C|EA=0,EB=1;C|Ei=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;A;XorY=1,Z=1(X?);1;9;5,11;65;EA|C=1,EB=1;Ei|C=1,Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;B;XorY=?,Z=1(X?);1;10;6,81;75;EA|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;H;XorY=0,Z=0(Y?);1;11;3,96;20;EB|C=0,EA=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;D;XorY=1,Z=?(Y?);1;12;6,64;70;EB|EA=1;Ei|Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;K;p(C|2E)/v11;1;13;4,23;100;C|EA=1,EB=1;C|EA=1,EB=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;B;XorY=?,Z=1(Y?);1;14;6,32;95;EB|C=1;Ei|C=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;I;p(C|0E)/v00;1;15;10,21;10;C|EA=0,EB=0;C|EA=0,EB=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;H;XorY=0,Z=0(X?);1;16;9,51;20;EA|C=0,EB=0;Ei|C=0,Ej=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;F;XorY=1,Z=0(X?);1;17;6,64;35;EA|C=0,EB=1;Ei|C=0,Ej=1;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;G;XorY=?,Z=0(Y?);1;18;8,19;30;EB|C=0;Ei|C=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;C;XorY=0,Z=1(X?);1;19;4,67;75;EA|C=1,EB=0;Ei|C=1,Ej=0;domain, attr.polarity, diagram, letter.type;c
74;economy;A;mmp;E;XorY=0,Z=?(Y?);1;20;4,5;25;EB|EA=0;Ei|Ej=0;domain, attr.polarity, diagram, letter.type;c
