s;domain;diagram;attr.polarity;letter.type;study.type;trial;rt;y;type;aggr.type;betw.factors;task
109;weather;a;ppp;F;Y|X=1,Z=0;13;2,374;20;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;B;X|Z=1;14;3,438;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;J;Z|X=1,Y=0;15;4,654;75;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;F;X|Y=1,Z=0;16;5,478;30;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;G;X|Z=0;17;13,934;25;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;E;Y|X=0;18;11,39;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
109;weather;a;ppp;A;Y|X=1,Z=1;19;3,79;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;F;X|Y=1,Z=0;0;26,858;85;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;B;Y|Z=1;1;27,467;25;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;G;X|Z=0;2;17,035;65;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;K;Z|X=1,Y=1;3;15,162;80;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;C;Y|X=0,Z=1;4;9,931;20;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;C;X|Y=0,Z=1;5;29,771;70;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;G;Y|Z=0;6;7,218;30;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;J;Z|X=0,Y=1;7;3,674;50;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;B;X|Z=1;8;13,834;70;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;E;Y|X=0;9;14,283;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;H;Y|X=0,Z=0;10;12,856;30;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;A;X|Y=1,Z=1;11;7,376;70;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;A;Y|X=1,Z=1;12;13,643;65;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;I;Z|X=0,Y=0;13;13,306;10;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;F;Y|X=1,Z=0;14;10,179;25;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;E;X|Y=0;15;22,275;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;H;X|Y=0,Z=0;16;7,819;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;D;Y|X=1;17;7,568;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;D;X|Y=1;18;11,379;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
112;economy;a;pmm;J;Z|X=1,Y=0;19;8,122;70;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;C;Y|X=0,Z=1;0;5,406;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;B;X|Z=1;1;8,71;80;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;I;Z|X=0,Y=0;2;10,958;30;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;D;Y|X=1;3;5,326;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;A;X|Y=1,Z=1;4;7,838;95;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;J;Z|X=1,Y=0;5;5,046;80;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;F;X|Y=1,Z=0;6;5,886;25;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;H;X|Y=0,Z=0;7;10,59;5;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;J;Z|X=0,Y=1;8;4,23;70;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;G;Y|Z=0;9;5,198;30;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;B;Y|Z=1;10;5,326;65;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;C;X|Y=0,Z=1;11;3,358;75;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;H;Y|X=0,Z=0;12;3,35;25;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;E;X|Y=0;13;7,03;35;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;D;X|Y=1;14;6,934;75;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;G;X|Z=0;15;4,814;15;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;K;Z|X=1,Y=1;16;6,646;95;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;A;Y|X=1,Z=1;17;4,317;95;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;F;Y|X=1,Z=0;18;4,382;40;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
118;weather;b;mpm;E;Y|X=0;19;4,981;25;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;D;Y|X=1;0;27,857;40;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;E;X|Y=0;1;9,378;40;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;D;X|Y=1;2;11,418;40;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;E;Y|X=0;3;7,426;0;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;G;Y|Z=0;4;8,875;30;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;B;X|Z=1;5;3,643;70;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;K;Z|X=1,Y=1;6;3,963;75;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;C;Y|X=0,Z=1;7;5,624;40;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;H;Y|X=0,Z=0;8;3,322;20;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;F;Y|X=1,Z=0;9;5,362;60;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;G;X|Z=0;10;2,675;40;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;A;Y|X=1,Z=1;11;3,483;100;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;J;Z|X=1,Y=0;12;6,875;45;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;J;Z|X=0,Y=1;13;3,754;45;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;A;X|Y=1,Z=1;14;3,571;100;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;C;X|Y=0,Z=1;15;3,25;45;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;I;Z|X=0,Y=0;16;4,187;40;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;H;X|Y=0,Z=0;17;2,402;40;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;F;X|Y=1,Z=0;18;3,314;45;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
119;economy;b;pmm;B;Y|Z=1;19;2,704;75;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;A;Y|X=1,Z=1;0;13,968;15;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;H;Y|X=0,Z=0;1;31,592;70;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;D;X|Y=1;2;16,562;70;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;F;Y|X=1,Z=0;3;16,899;60;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;G;Y|Z=0;4;18,538;25;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;G;X|Z=0;5;13,504;30;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;J;Z|X=0,Y=1;6;11,683;60;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;B;X|Z=1;7;7,746;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;C;Y|X=0,Z=1;8;16,193;90;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;C;X|Y=0,Z=1;9;7,706;90;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;B;Y|Z=1;10;11,371;85;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;J;Z|X=1,Y=0;11;15,69;70;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;I;Z|X=0,Y=0;12;18,705;35;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;E;Y|X=0;13;23,907;35;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;H;X|Y=0,Z=0;14;10,771;25;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;F;X|Y=1,Z=0;15;8,186;60;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;K;Z|X=1,Y=1;16;10,21;95;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;E;X|Y=0;17;22,489;60;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;D;Y|X=1;18;16,978;80;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
121;society;b;ppp;A;X|Y=1,Z=1;19;9,322;90;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;J;Z|X=0,Y=1;0;8,896;75;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;B;Y|Z=1;1;5,962;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;A;X|Y=1,Z=1;2;8,386;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;D;Y|X=1;3;8,08;20;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;E;Y|X=0;4;9,674;30;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;B;X|Z=1;5;7,202;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;A;Y|X=1,Z=1;6;4,811;70;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;G;Y|Z=0;7;9,162;5;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;J;Z|X=1,Y=0;8;14,642;40;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;H;X|Y=0,Z=0;9;9,938;0;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;F;Y|X=1,Z=0;10;22,347;0;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;I;Z|X=0,Y=0;11;4,89;0;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;F;X|Y=1,Z=0;12;8,026;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;G;X|Z=0;13;5,93;0;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;C;Y|X=0,Z=1;14;6,53;85;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;D;X|Y=1;15;9,531;20;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;E;X|Y=0;16;8,219;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;C;X|Y=0,Z=1;17;6,074;90;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;H;Y|X=0,Z=0;18;13,267;10;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
132;weather;b;mmp;K;Z|X=1,Y=1;19;5,459;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;E;Y|X=0;0;23,933;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;F;Y|X=1,Z=0;1;26,768;25;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;C;Y|X=0,Z=1;2;21,243;85;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;C;X|Y=0,Z=1;3;8,874;85;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;E;X|Y=0;4;11,618;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;G;Y|Z=0;5;8,464;50;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;B;X|Z=1;6;9,378;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;H;Y|X=0,Z=0;7;20,166;30;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;G;X|Z=0;8;9,72;30;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;H;X|Y=0,Z=0;9;18,579;40;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;A;Y|X=1,Z=1;10;13,93;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;K;Z|X=1,Y=1;11;17,659;90;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;D;X|Y=1;12;19,899;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;D;Y|X=1;13;5,615;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;B;Y|Z=1;14;6,568;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;F;X|Y=1,Z=0;15;14,579;15;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;J;Z|X=0,Y=1;16;9,592;50;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;I;Z|X=0,Y=0;17;13,507;15;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;J;Z|X=1,Y=0;18;12,234;50;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
133;economy;a;pmm;A;X|Y=1,Z=1;19;8,744;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;F;Y|X=1,Z=0;0;21,976;75;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;F;X|Y=1,Z=0;1;28,793;5;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;A;Y|X=1,Z=1;2;17,618;80;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;E;X|Y=0;3;34,651;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;H;Y|X=0,Z=0;4;11,107;5;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;C;Y|X=0,Z=1;5;20,419;85;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;D;Y|X=1;6;15,89;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;I;Z|X=0,Y=0;7;21,617;10;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;J;Z|X=1,Y=0;8;14,338;80;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;B;Y|Z=1;9;11,251;85;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;A;X|Y=1,Z=1;10;19,547;80;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;H;X|Y=0,Z=0;11;16,954;5;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;E;Y|X=0;12;12,808;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;B;X|Z=1;13;21,922;85;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;K;Z|X=1,Y=1;14;13,666;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;D;X|Y=1;15;6,866;80;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;G;X|Z=0;16;8,13;15;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;C;X|Y=0,Z=1;17;16,25;90;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;J;Z|X=0,Y=1;18;11,859;85;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
136;economy;b;mpm;G;Y|Z=0;19;9,992;35;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;J;Z|X=1,Y=0;0;20,673;85;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;J;Z|X=0,Y=1;1;17,395;60;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;B;Y|Z=1;2;15,307;95;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;G;X|Z=0;3;19,443;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;H;X|Y=0,Z=0;4;18,827;35;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;C;Y|X=0,Z=1;5;22,299;65;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;G;Y|Z=0;6;9,483;35;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;C;X|Y=0,Z=1;7;11,971;90;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;F;Y|X=1,Z=0;8;16,171;30;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;E;Y|X=0;9;8,595;40;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;A;X|Y=1,Z=1;10;11,315;100;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;I;Z|X=0,Y=0;11;9,042;35;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;F;X|Y=1,Z=0;12;8,274;35;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;H;Y|X=0,Z=0;13;14,811;25;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;K;Z|X=1,Y=1;14;12,883;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;B;X|Z=1;15;5,315;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;E;X|Y=0;16;12,507;45;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;D;Y|X=1;17;12,083;65;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;D;X|Y=1;18;7,203;65;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
137;society;b;mmp;A;Y|X=1,Z=1;19;7,883;100;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;G;X|Z=0;0;13,045;0;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;E;X|Y=0;1;13,594;15;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;C;Y|X=0,Z=1;2;8,955;100;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;A;X|Y=1,Z=1;3;5,136;100;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;H;Y|X=0,Z=0;4;16,179;0;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;F;X|Y=1,Z=0;5;4,715;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;A;Y|X=1,Z=1;6;5,202;100;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;F;Y|X=1,Z=0;7;6,443;0;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;C;X|Y=0,Z=1;8;11,091;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;D;X|Y=1;9;6,25;100;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;J;Z|X=1,Y=0;10;6,811;100;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;B;Y|Z=1;11;14,232;100;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;J;Z|X=0,Y=1;12;8,386;95;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;E;Y|X=0;13;5,626;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;B;X|Z=1;14;6,162;100;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;D;Y|X=1;15;4,819;100;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;K;Z|X=1,Y=1;16;4,99;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;H;X|Y=0,Z=0;17;7,419;0;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;I;Z|X=0,Y=0;18;20,308;0;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
138;weather;a;pmm;G;Y|Z=0;19;17,473;0;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
141;society;a;pmm;J;Z|X=1,Y=0;0;18,246;75;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
