s;domain;diagram;attr.polarity;letter.type;study.type;trial;rt;y;type;aggr.type;betw.factors;task
56;weather;a;pmm;K;Z|X=1,Y=1;15;22,132;85;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;B;Y|Z=1;16;4,331;90;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;J;Z|X=0,Y=1;17;17,621;75;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;G;X|Z=0;18;2,634;65;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
56;weather;a;pmm;C;X|Y=0,Z=1;19;5,508;85;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;C;Y|X=0,Z=1;0;21,963;50;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;E;X|Y=0;1;5,987;100;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;G;X|Z=0;2;21,076;0;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;E;Y|X=0;3;6,891;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;K;Z|X=1,Y=1;4;4,124;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;A;Y|X=1,Z=1;5;7,643;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;D;Y|X=1;6;7,227;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;F;X|Y=1,Z=0;7;28,859;0;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;A;X|Y=1,Z=1;8;11,251;45;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;G;Y|Z=0;9;14,835;30;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;H;Y|X=0,Z=0;10;11,523;35;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;C;X|Y=0,Z=1;11;7,019;80;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;J;Z|X=1,Y=0;12;6,651;65;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;D;X|Y=1;13;8,963;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;F;Y|X=1,Z=0;14;8,915;25;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;H;X|Y=0,Z=0;15;13,235;15;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;B;X|Z=1;16;15,347;50;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;I;Z|X=0,Y=0;17;9,164;40;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;B;Y|Z=1;18;10,243;70;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
57;weather;b;mmp;J;Z|X=0,Y=1;19;8,907;70;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;C;X|Y=0,Z=1;0;32,421;65;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;C;Y|X=0,Z=1;1;15,044;60;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;H;Y|X=0,Z=0;2;9,476;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;F;Y|X=1,Z=0;3;12,076;75;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;J;Z|X=0,Y=1;4;10,86;60;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;F;X|Y=1,Z=0;5;13,316;45;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;G;Y|Z=0;6;7,868;50;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;G;X|Z=0;7;5,276;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;B;X|Z=1;8;10,732;65;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;D;X|Y=1;9;9,484;65;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;B;Y|Z=1;10;8,692;60;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;A;X|Y=1,Z=1;11;19,46;65;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;K;Z|X=1,Y=1;12;20,444;70;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;H;X|Y=0,Z=0;13;14,94;40;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;E;Y|X=0;14;7,052;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;I;Z|X=0,Y=0;15;8,124;40;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;A;Y|X=1,Z=1;16;7,636;65;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;J;Z|X=1,Y=0;17;11,612;50;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;D;Y|X=1;18;12,115;55;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
58;economy;a;ppp;E;X|Y=0;19;11,684;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;J;Z|X=1,Y=0;0;29,805;95;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;D;X|Y=1;1;17,772;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;E;Y|X=0;2;18,772;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;D;Y|X=1;3;11,684;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;C;X|Y=0,Z=1;4;24,556;50;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;E;X|Y=0;5;9,907;40;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;A;X|Y=1,Z=1;6;8,012;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;K;Z|X=1,Y=1;7;7,388;95;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;H;Y|X=0,Z=0;8;5,339;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;G;X|Z=0;9;7,884;5;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;F;X|Y=1,Z=0;10;7,388;50;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;B;Y|Z=1;11;9,996;40;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;B;X|Z=1;12;3,108;40;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;J;Z|X=0,Y=1;13;6,447;95;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;H;X|Y=0,Z=0;14;7,339;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;F;Y|X=1,Z=0;15;7,404;50;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;G;Y|Z=0;16;11,38;50;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;I;Z|X=0,Y=0;17;8,276;5;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;A;Y|X=1,Z=1;18;6,66;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
63;society;b;mmp;C;Y|X=0,Z=1;19;10,452;50;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;A;Y|X=1,Z=1;0;19,036;50;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;C;X|Y=0,Z=1;1;15,739;90;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;D;Y|X=1;2;9,764;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;B;X|Z=1;3;21,572;80;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;F;X|Y=1,Z=0;4;10,612;10;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;J;Z|X=0,Y=1;5;8,588;90;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;H;Y|X=0,Z=0;6;10,644;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;G;X|Z=0;7;9,148;5;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;K;Z|X=1,Y=1;8;6,996;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;E;X|Y=0;9;11,9;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;A;X|Y=1,Z=1;10;7,364;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;B;Y|Z=1;11;10,9;95;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;C;Y|X=0,Z=1;12;6,94;100;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;F;Y|X=1,Z=0;13;15,396;45;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;H;X|Y=0,Z=0;14;4,132;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;J;Z|X=1,Y=0;15;19,3;100;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;D;X|Y=1;16;6,052;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;G;Y|Z=0;17;13,788;10;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;I;Z|X=0,Y=0;18;8,972;5;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
69;economy;b;ppp;E;Y|X=0;19;4,116;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;D;X|Y=1;0;18,86;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;A;X|Y=1,Z=1;1;8,451;25;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;C;X|Y=0,Z=1;2;10,084;5;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;E;Y|X=0;3;4,291;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;F;Y|X=1,Z=0;4;8,459;75;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;G;Y|Z=0;5;7,514;65;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;G;X|Z=0;6;18,844;5;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;J;Z|X=1,Y=0;7;9,076;50;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;C;Y|X=0,Z=1;8;28,667;100;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;B;Y|Z=1;9;7,667;75;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;E;X|Y=0;10;4,003;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;B;X|Z=1;11;7,347;75;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;H;X|Y=0,Z=0;12;13,356;0;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;H;Y|X=0,Z=0;13;4,835;50;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;D;Y|X=1;14;1,355;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;A;Y|X=1,Z=1;15;3,803;100;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;K;Z|X=1,Y=1;16;4,004;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;I;Z|X=0,Y=0;17;5,091;0;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;J;Z|X=0,Y=1;18;3,843;50;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
71;society;a;mpm;F;X|Y=1,Z=0;19;1,419;50;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;A;X|Y=1,Z=1;0;4,739;40;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;E;Y|X=0;1;13,411;10;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;D;X|Y=1;2;4,692;5;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;J;Z|X=0,Y=1;3;2,931;100;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;B;X|Z=1;4;4,899;85;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;A;Y|X=1,Z=1;5;3,443;60;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;F;X|Y=1,Z=0;6;1,668;60;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;B;Y|Z=1;7;5,947;100;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;H;Y|X=0,Z=0;8;4,035;40;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;G;Y|Z=0;9;2,715;95;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;J;Z|X=1,Y=0;10;2,516;95;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;K;Z|X=1,Y=1;11;2,276;90;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;C;X|Y=0,Z=1;12;4,227;95;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;H;X|Y=0,Z=0;13;5,948;10;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;E;X|Y=0;14;3,468;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;I;Z|X=0,Y=0;15;1,932;50;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;C;Y|X=0,Z=1;16;3,395;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;F;Y|X=1,Z=0;17;3,931;10;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;G;X|Z=0;18;1,58;50;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
72;weather;a;mmp;D;Y|X=1;19;2,148;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;I;Z|X=0,Y=0;0;8,715;50;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;B;Y|Z=1;1;10,395;75;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;B;X|Z=1;2;7,916;55;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;K;Z|X=1,Y=1;3;8,203;90;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;G;Y|Z=0;4;7,627;50;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;D;Y|X=1;5;9,348;50;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;G;X|Z=0;6;8,147;55;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;C;X|Y=0,Z=1;7;6,098;50;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;H;Y|X=0,Z=0;8;9,715;40;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;D;X|Y=1;9;7,011;80;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;E;Y|X=0;10;7,467;45;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;A;Y|X=1,Z=1;11;4,723;70;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;F;X|Y=1,Z=0;12;6,619;80;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;C;Y|X=0,Z=1;13;9,587;75;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;H;X|Y=0,Z=0;14;11,412;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;F;Y|X=1,Z=0;15;5,403;50;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;J;Z|X=0,Y=1;16;13,764;50;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;A;X|Y=1,Z=1;17;6,131;100;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;J;Z|X=1,Y=0;18;13,044;70;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
74;society;a;ppp;E;X|Y=0;19;13,332;70;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;I;Z|X=0,Y=0;0;18,031;15;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;A;X|Y=1,Z=1;1;13,044;55;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;E;X|Y=0;2;15,948;5;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;B;Y|Z=1;3;7,227;50;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;H;X|Y=0,Z=0;4;8,035;20;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;F;X|Y=1,Z=0;5;10,228;5;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;B;X|Z=1;6;12,844;60;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;E;Y|X=0;7;10,503;30;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;J;Z|X=0,Y=1;8;10,314;55;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;G;Y|Z=0;9;6,811;35;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;C;Y|X=0,Z=1;10;7,034;70;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;K;Z|X=1,Y=1;11;8,412;75;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;A;Y|X=1,Z=1;12;9,972;35;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;H;Y|X=0,Z=0;13;7,796;5;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;J;Z|X=1,Y=0;14;9,017;65;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;F;Y|X=1,Z=0;15;7,94;5;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;G;X|Z=0;16;7,915;5;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;D;Y|X=1;17;7,051;20;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;C;X|Y=0,Z=1;18;6,547;85;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
77;weather;b;mmp;D;X|Y=1;19;10,85;40;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;K;Z|X=1,Y=1;0;23,3;95;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;C;X|Y=0,Z=1;1;11,395;100;CA|E=1,CB=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;B;X|Z=1;2;8,276;85;CA|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;A;Y|X=1,Z=1;3;22,357;90;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;B;Y|Z=1;4;16,488;95;CB|E=1;Ci|E=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;C;Y|X=0,Z=1;5;9,772;95;CB|E=1,CA=0;Ci|E=1,Cj=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;J;Z|X=1,Y=0;6;16,156;85;E|CA=1,CB=0;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;J;Z|X=0,Y=1;7;12,284;80;E|CA=0,CB=1;E|Ci=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;E;X|Y=0;8;12,547;50;CA|CB=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;A;X|Y=1,Z=1;9;8,028;50;CA|E=1,CB=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;I;Z|X=0,Y=0;10;12,382;20;E|CA=0,CB=0;E|CA=0,CB=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;G;Y|Z=0;11;8,1;25;CB|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;H;X|Y=0,Z=0;12;7,723;15;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;E;Y|X=0;13;7,9;50;CB|CA=0;Ci|Cj=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;H;Y|X=0,Z=0;14;7,692;20;CB|E=0,CA=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;G;X|Z=0;15;8,076;15;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;F;Y|X=1,Z=0;16;13,644;5;CB|E=0,CA=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;F;X|Y=1,Z=0;17;5,196;10;CA|E=0,CB=1;Ci|E=0,Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;D;X|Y=1;18;4,276;50;CA|CB=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
82;economy;b;mpm;D;Y|X=1;19;13,131;45;CB|CA=1;Ci|Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;A;Y|X=1,Z=1;0;8,222;100;CB|E=1,CA=1;Ci|E=1,Cj=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;H;X|Y=0,Z=0;1;11,196;50;CA|E=0,CB=0;Ci|E=0,Cj=0;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;K;Z|X=1,Y=1;2;5,947;100;E|CA=1,CB=1;E|CA=1,CB=1;domain, attr.polarity, diagram, letter.type;c
84;economy;a;mmp;G;X|Z=0;3;8,742;35;CA|E=0;Ci|E=0;domain, attr.polarity, diagram, letter.type;c
